carrier_code,flight_number,tail_number,destination_airport,scheduled_elapsed_time_(minutes),actual_elapsed_time_(minutes),departure_delay_(minutes),taxi-out_time_(minutes),date_mm/dd/yyyy,actual_departure_time,scheduled_departure_time,wheels-off_time,DepDel15
AA,2552,N9015D,MIA,131,114,18,25,2019-05-07,2019-05-07 18:45:00,2019-05-07 18:27:00,2019-05-07 19:10:00,1
AA,2619,N898NN,DFW,142,141,1435,20,2019-05-07,2019-05-07 09:04:00,2019-05-07 09:09:00,2019-05-07 09:24:00,1
AA,2778,N893NN,DFW,142,148,16,29,2019-05-07,2019-05-07 10:16:00,2019-05-07 10:00:00,2019-05-07 10:45:00,1
AA,333,N963TW,DFW,148,126,280,14,2019-06-07,2019-06-07 23:00:00,2019-06-07 18:20:00,2019-06-07 23:14:00,1
AA,649,N924NN,DFW,147,233,43,117,2019-06-07,2019-06-07 20:38:00,2019-06-07 19:55:00,2019-06-07 22:35:00,1
AA,1409,N940NN,LAX,287,286,80,21,2019-06-07,2019-06-07 19:57:00,2019-06-07 18:37:00,2019-06-07 20:18:00,1
AA,1630,N891NN,DFW,147,184,125,27,2019-06-07,2019-06-07 18:29:00,2019-06-07 16:24:00,2019-06-07 18:56:00,1
AA,1696,N948UW,PHL,134,203,27,43,2019-06-07,2019-06-07 15:22:00,2019-06-07 14:55:00,2019-06-07 16:05:00,1
AA,1991,N839AW,PHL,143,138,980,34,2019-06-07,2019-06-07 10:08:00,2019-06-07 17:48:00,2019-06-07 10:42:00,1
AA,2552,N945AN,MIA,131,110,69,16,2019-06-07,2019-06-07 19:43:00,2019-06-07 18:34:00,2019-06-07 19:59:00,1
AA,2770,N892NN,DFW,138,129,46,13,2019-06-07,2019-06-07 07:11:00,2019-06-07 06:25:00,2019-06-07 07:24:00,1
AA,2893,N958UW,LGA,145,0,27,106,2019-06-07,2019-06-07 17:47:00,2019-06-07 17:20:00,2019-06-07 19:33:00,1
AA,309,N958UW,DCA,126,108,132,18,2019-07-07,2019-07-07 19:06:00,2019-07-07 16:54:00,2019-07-07 19:24:00,1
AA,877,N745VJ,CLT,93,85,30,29,2019-07-07,2019-07-07 15:42:00,2019-07-07 15:12:00,2019-07-07 16:11:00,1
AA,885,N858NN,ORD,153,149,20,35,2019-07-07,2019-07-07 17:58:00,2019-07-07 17:38:00,2019-07-07 18:33:00,1
AA,1630,N962AN,DFW,150,134,21,24,2019-07-07,2019-07-07 16:50:00,2019-07-07 16:29:00,2019-07-07 17:14:00,1
AA,1662,N957UW,LGA,150,160,16,23,2019-07-07,2019-07-07 20:11:00,2019-07-07 19:55:00,2019-07-07 20:34:00,1
AA,2552,N9008U,MIA,132,129,53,21,2019-07-07,2019-07-07 19:20:00,2019-07-07 18:27:00,2019-07-07 19:41:00,1
AA,2573,N946UW,DCA,117,97,293,15,2019-07-07,2019-07-07 11:11:00,2019-07-07 06:18:00,2019-07-07 11:26:00,1
AA,2717,N9019F,MIA,127,106,40,16,2019-07-07,2019-07-07 09:53:00,2019-07-07 09:13:00,2019-07-07 10:09:00,1
AA,2733,N944UW,LGA,145,152,903,32,2019-07-07,2019-07-07 06:20:00,2019-07-07 15:17:00,2019-07-07 06:52:00,1
AA,2737,N930AU,LAX,279,263,139,15,2019-07-07,2019-07-07 13:39:00,2019-07-07 11:20:00,2019-07-07 13:54:00,1
AA,333,N857NN,DFW,151,153,21,41,2019-08-07,2019-08-07 18:40:00,2019-08-07 18:19:00,2019-08-07 19:21:00,1
AA,603,N967UW,PHL,134,127,72,23,2019-08-07,2019-08-07 16:06:00,2019-08-07 14:54:00,2019-08-07 16:29:00,1
AA,649,N835NN,DFW,150,136,41,15,2019-08-07,2019-08-07 20:36:00,2019-08-07 19:55:00,2019-08-07 20:51:00,1
AA,1409,N989NN,LAX,288,308,25,20,2019-08-07,2019-08-07 19:06:00,2019-08-07 18:41:00,2019-08-07 19:26:00,1
AA,1662,N967UW,LGA,150,127,96,16,2019-08-07,2019-08-07 21:31:00,2019-08-07 19:55:00,2019-08-07 21:47:00,1
AA,2328,N164NN,LAX,291,299,23,16,2019-08-07,2019-08-07 07:23:00,2019-08-07 07:00:00,2019-08-07 07:39:00,1
AA,2552,N12028,MIA,132,110,52,14,2019-08-07,2019-08-07 19:19:00,2019-08-07 18:27:00,2019-08-07 19:33:00,1
AA,2733,N956UW,LGA,145,137,74,26,2019-08-07,2019-08-07 16:31:00,2019-08-07 15:17:00,2019-08-07 16:57:00,1
AA,1630,N899NN,DFW,150,130,51,17,2019-09-07,2019-09-07 17:20:00,2019-09-07 16:29:00,2019-09-07 17:37:00,1
AA,2552,N9010R,MIA,132,114,23,13,2019-09-07,2019-09-07 18:50:00,2019-09-07 18:27:00,2019-09-07 19:03:00,1
AA,885,N970AN,ORD,153,157,50,20,2019-10-07,2019-10-07 18:28:00,2019-10-07 17:38:00,2019-10-07 18:48:00,1
AA,1409,N895NN,LAX,288,270,145,10,2019-10-07,2019-10-07 21:06:00,2019-10-07 18:41:00,2019-10-07 21:16:00,1
AA,309,N963UW,DCA,126,0,27,0,2019-11-07,2019-11-07 17:21:00,2019-11-07 16:54:00,2019-11-07 00:00:00,1
AA,333,N941AN,DFW,151,128,15,17,2019-11-07,2019-11-07 18:34:00,2019-11-07 18:19:00,2019-11-07 18:51:00,1
AA,603,N945UW,PHL,134,126,91,17,2019-11-07,2019-11-07 16:25:00,2019-11-07 14:54:00,2019-11-07 16:42:00,1
AA,1662,N946UW,LGA,150,132,259,18,2019-11-07,2019-11-07 00:14:00,2019-11-07 19:55:00,2019-11-07 00:32:00,1
AA,2619,N927AN,DFW,145,134,46,22,2019-11-07,2019-11-07 09:55:00,2019-11-07 09:09:00,2019-11-07 10:17:00,1
AA,2733,N961UW,LGA,145,143,397,27,2019-11-07,2019-11-07 21:54:00,2019-11-07 15:17:00,2019-11-07 22:21:00,1
AA,333,N882NN,DFW,151,122,24,13,2019-12-07,2019-12-07 18:43:00,2019-12-07 18:19:00,2019-12-07 18:56:00,1
AA,603,N740UW,PHL,134,115,96,14,2019-12-07,2019-12-07 16:30:00,2019-12-07 14:54:00,2019-12-07 16:44:00,1
AA,738,N950AN,DFW,142,135,30,30,2019-12-07,2019-12-07 12:54:00,2019-12-07 12:24:00,2019-12-07 13:24:00,1
AA,1567,N971NN,DFW,146,129,60,19,2019-12-07,2019-12-07 09:00:00,2019-12-07 08:00:00,2019-12-07 09:19:00,1
AA,1618,N910AU,MIA,130,113,117,23,2019-12-07,2019-12-07 21:23:00,2019-12-07 19:26:00,2019-12-07 21:46:00,1
AA,1892,N963UW,PHL,128,125,46,17,2019-12-07,2019-12-07 12:32:00,2019-12-07 11:46:00,2019-12-07 12:49:00,1
AA,2619,N959AN,DFW,145,120,92,13,2019-12-07,2019-12-07 10:41:00,2019-12-07 09:09:00,2019-12-07 10:54:00,1
AA,2733,N957UW,LGA,145,136,69,14,2019-12-07,2019-12-07 16:26:00,2019-12-07 15:17:00,2019-12-07 16:40:00,1
AA,2737,N126AN,LAX,279,245,26,11,2019-12-07,2019-12-07 11:46:00,2019-12-07 11:20:00,2019-12-07 11:57:00,1
AA,2828,N70020,MIA,122,109,141,17,2019-12-07,2019-12-07 14:53:00,2019-12-07 12:32:00,2019-12-07 15:10:00,1
AA,2841,N917NN,ORD,146,119,50,22,2019-12-07,2019-12-07 20:05:00,2019-12-07 19:15:00,2019-12-07 20:27:00,1
AA,333,N909AN,DFW,151,120,74,15,2019-07-13,2019-07-13 19:33:00,2019-07-13 18:19:00,2019-07-13 19:48:00,1
AA,649,N857NN,DFW,150,122,51,12,2019-07-13,2019-07-13 20:46:00,2019-07-13 19:55:00,2019-07-13 20:58:00,1
AA,1409,N359PX,LAX,288,262,20,16,2019-07-13,2019-07-13 19:01:00,2019-07-13 18:41:00,2019-07-13 19:17:00,1
AA,1991,N709UW,PHL,143,124,97,24,2019-07-13,2019-07-13 19:25:00,2019-07-13 17:48:00,2019-07-13 19:49:00,1
AA,2344,N9025B,MIA,121,128,60,28,2019-07-13,2019-07-13 08:30:00,2019-07-13 07:30:00,2019-07-13 08:58:00,1
AA,2539,N967UW,DCA,117,112,148,24,2019-07-13,2019-07-13 17:21:00,2019-07-13 14:53:00,2019-07-13 17:45:00,1
AA,2552,N824NN,MIA,132,117,65,20,2019-07-13,2019-07-13 19:39:00,2019-07-13 18:34:00,2019-07-13 19:59:00,1
AA,2841,N335PH,ORD,146,149,41,19,2019-07-13,2019-07-13 19:56:00,2019-07-13 19:15:00,2019-07-13 20:15:00,1
AA,2893,N961UW,LGA,148,147,52,29,2019-07-13,2019-07-13 18:14:00,2019-07-13 17:22:00,2019-07-13 18:43:00,1
AA,476,N649AW,PHX,236,239,26,30,2019-07-14,2019-07-14 12:08:00,2019-07-14 11:42:00,2019-07-14 12:38:00,1
AA,885,N920NN,ORD,153,0,30,19,2019-07-14,2019-07-14 18:08:00,2019-07-14 17:38:00,2019-07-14 18:27:00,1
AA,1409,N929NN,LAX,288,286,67,22,2019-07-14,2019-07-14 19:48:00,2019-07-14 18:41:00,2019-07-14 20:10:00,1
AA,1994,N107US,CLT,77,58,41,11,2019-07-14,2019-07-14 05:57:00,2019-07-14 05:16:00,2019-07-14 06:08:00,1
AA,2328,N907AA,LAX,291,276,28,28,2019-07-14,2019-07-14 07:28:00,2019-07-14 07:00:00,2019-07-14 07:56:00,1
AA,2841,N943NN,ORD,146,218,32,102,2019-07-14,2019-07-14 19:47:00,2019-07-14 19:15:00,2019-07-14 21:29:00,1
AA,738,N978AN,DFW,142,129,21,17,2019-07-15,2019-07-15 12:45:00,2019-07-15 12:24:00,2019-07-15 13:02:00,1
AA,1309,N316PF,DFW,141,130,21,21,2019-07-15,2019-07-15 14:49:00,2019-07-15 14:28:00,2019-07-15 15:10:00,1
AA,2328,N144AN,LAX,291,289,18,22,2019-07-15,2019-07-15 07:18:00,2019-07-15 07:00:00,2019-07-15 07:40:00,1
AA,333,N967NN,DFW,151,150,19,30,2019-07-16,2019-07-16 18:38:00,2019-07-16 18:19:00,2019-07-16 19:08:00,1
AA,835,N768US,LGA,133,145,208,29,2019-07-16,2019-07-16 09:55:00,2019-07-16 06:27:00,2019-07-16 10:24:00,1
AA,877,N908NN,CLT,93,70,92,21,2019-07-16,2019-07-16 16:49:00,2019-07-16 15:17:00,2019-07-16 17:10:00,1
AA,1409,N972NN,LAX,288,266,15,16,2019-07-16,2019-07-16 18:56:00,2019-07-16 18:41:00,2019-07-16 19:12:00,1
AA,1662,N957UW,LGA,150,135,21,23,2019-07-16,2019-07-16 20:16:00,2019-07-16 19:55:00,2019-07-16 20:39:00,1
AA,1994,N746UW,CLT,77,95,218,35,2019-07-16,2019-07-16 08:54:00,2019-07-16 05:16:00,2019-07-16 09:29:00,1
AA,2344,N9025B,MIA,121,107,116,15,2019-07-16,2019-07-16 09:26:00,2019-07-16 07:30:00,2019-07-16 09:41:00,1
AA,410,N916US,PHX,249,214,277,15,2019-07-17,2019-07-17 22:37:00,2019-07-17 18:00:00,2019-07-17 22:52:00,1
AA,603,N957UW,PHL,134,0,190,30,2019-07-17,2019-07-17 18:04:00,2019-07-17 14:54:00,2019-07-17 18:34:00,1
AA,799,N837AW,CLT,88,81,81,22,2019-07-17,2019-07-17 09:52:00,2019-07-17 08:31:00,2019-07-17 10:14:00,1
AA,885,N927NN,ORD,153,126,172,17,2019-07-17,2019-07-17 20:30:00,2019-07-17 17:38:00,2019-07-17 20:47:00,1
AA,1409,N972NN,LAX,288,260,45,12,2019-07-17,2019-07-17 19:26:00,2019-07-17 18:41:00,2019-07-17 19:38:00,1
AA,1618,N146AA,MIA,130,134,96,40,2019-07-17,2019-07-17 21:02:00,2019-07-17 19:26:00,2019-07-17 21:42:00,1
AA,1630,N942NN,DFW,150,128,33,17,2019-07-17,2019-07-17 17:02:00,2019-07-17 16:29:00,2019-07-17 17:19:00,1
AA,1991,N948UW,PHL,144,119,201,13,2019-07-17,2019-07-17 21:09:00,2019-07-17 17:48:00,2019-07-17 21:22:00,1
AA,2328,N903AA,LAX,291,276,152,16,2019-07-17,2019-07-17 09:32:00,2019-07-17 07:00:00,2019-07-17 09:48:00,1
AA,2552,N9002U,MIA,132,108,65,19,2019-07-17,2019-07-17 19:32:00,2019-07-17 18:27:00,2019-07-17 19:51:00,1
AA,309,N947UW,DCA,126,96,68,13,2019-07-18,2019-07-18 18:02:00,2019-07-18 16:54:00,2019-07-18 18:15:00,1
AA,333,N944AN,DFW,151,140,94,24,2019-07-18,2019-07-18 19:53:00,2019-07-18 18:19:00,2019-07-18 20:17:00,1
AA,410,N199UW,PHX,249,217,133,20,2019-07-18,2019-07-18 20:13:00,2019-07-18 18:00:00,2019-07-18 20:33:00,1
AA,603,N959UW,PHL,134,123,242,19,2019-07-18,2019-07-18 18:56:00,2019-07-18 14:54:00,2019-07-18 19:15:00,1
AA,649,N885NN,DFW,150,121,171,19,2019-07-18,2019-07-18 22:46:00,2019-07-18 19:55:00,2019-07-18 23:05:00,1
AA,885,N837NN,ORD,153,151,201,25,2019-07-18,2019-07-18 20:59:00,2019-07-18 17:38:00,2019-07-18 21:24:00,1
AA,1151,N824NN,MIA,117,107,50,16,2019-07-18,2019-07-18 06:20:00,2019-07-18 05:30:00,2019-07-18 06:36:00,1
AA,1409,N301PA,LAX,288,285,19,32,2019-07-18,2019-07-18 19:00:00,2019-07-18 18:41:00,2019-07-18 19:32:00,1
AA,1574,N880NN,ORD,147,134,299,24,2019-07-18,2019-07-18 12:27:00,2019-07-18 07:28:00,2019-07-18 12:51:00,1
AA,1618,N933AM,MIA,130,113,65,23,2019-07-18,2019-07-18 20:31:00,2019-07-18 19:26:00,2019-07-18 20:54:00,1
AA,1630,N346PR,DFW,150,122,17,12,2019-07-18,2019-07-18 16:46:00,2019-07-18 16:29:00,2019-07-18 16:58:00,1
AA,1643,N955AN,CLT,80,0,173,31,2019-07-18,2019-07-18 15:22:00,2019-07-18 12:29:00,2019-07-18 15:53:00,1
AA,1662,N946UW,LGA,150,132,117,18,2019-07-18,2019-07-18 21:52:00,2019-07-18 19:55:00,2019-07-18 22:10:00,1
AA,1907,N663AW,PHL,125,127,98,26,2019-07-18,2019-07-18 09:12:00,2019-07-18 07:34:00,2019-07-18 09:38:00,1
AA,1991,N967UW,PHL,144,128,77,20,2019-07-18,2019-07-18 19:05:00,2019-07-18 17:48:00,2019-07-18 19:25:00,1
AA,2828,N810AW,MIA,122,140,30,39,2019-07-18,2019-07-18 13:02:00,2019-07-18 12:32:00,2019-07-18 13:41:00,1
AA,309,N950UW,DCA,126,115,141,28,2019-07-19,2019-07-19 19:15:00,2019-07-19 16:54:00,2019-07-19 19:43:00,1
AA,333,N883NN,DFW,151,143,79,28,2019-07-19,2019-07-19 19:38:00,2019-07-19 18:19:00,2019-07-19 20:06:00,1
AA,603,N954UW,PHL,134,119,59,13,2019-07-19,2019-07-19 15:53:00,2019-07-19 14:54:00,2019-07-19 16:06:00,1
AA,649,N950AN,DFW,150,182,17,79,2019-07-19,2019-07-19 20:12:00,2019-07-19 19:55:00,2019-07-19 21:31:00,1
AA,799,N703UW,CLT,88,88,20,35,2019-07-19,2019-07-19 08:51:00,2019-07-19 08:31:00,2019-07-19 09:26:00,1
AA,835,N834AW,LGA,133,142,349,19,2019-07-19,2019-07-19 12:16:00,2019-07-19 06:27:00,2019-07-19 12:35:00,1
AA,877,N879NN,CLT,93,83,188,31,2019-07-19,2019-07-19 18:25:00,2019-07-19 15:17:00,2019-07-19 18:56:00,1
AA,1309,N978AN,DFW,141,121,74,16,2019-07-19,2019-07-19 15:42:00,2019-07-19 14:28:00,2019-07-19 15:58:00,1
AA,1567,N818NN,DFW,146,127,91,13,2019-07-19,2019-07-19 09:31:00,2019-07-19 08:00:00,2019-07-19 09:44:00,1
AA,1574,N309PC,ORD,147,125,124,22,2019-07-19,2019-07-19 09:32:00,2019-07-19 07:28:00,2019-07-19 09:54:00,1
AA,1618,N148AN,MIA,130,113,114,18,2019-07-19,2019-07-19 21:20:00,2019-07-19 19:26:00,2019-07-19 21:38:00,1
AA,1630,N976NN,DFW,150,118,504,19,2019-07-19,2019-07-19 00:53:00,2019-07-19 16:29:00,2019-07-19 01:12:00,1
AA,1662,N954UW,LGA,150,135,115,15,2019-07-19,2019-07-19 21:50:00,2019-07-19 19:55:00,2019-07-19 22:05:00,1
AA,1718,N656AW,CLT,83,82,25,27,2019-07-19,2019-07-19 07:21:00,2019-07-19 06:56:00,2019-07-19 07:48:00,1
AA,1828,N125UW,PHL,120,119,88,18,2019-07-19,2019-07-19 06:36:00,2019-07-19 05:08:00,2019-07-19 06:54:00,1
AA,1980,N939NN,ORD,136,115,109,14,2019-07-19,2019-07-19 07:49:00,2019-07-19 06:00:00,2019-07-19 08:03:00,1
AA,1991,N959UW,PHL,144,159,73,13,2019-07-19,2019-07-19 19:01:00,2019-07-19 17:48:00,2019-07-19 19:14:00,1
AA,1994,N831AW,CLT,77,72,74,21,2019-07-19,2019-07-19 06:30:00,2019-07-19 05:16:00,2019-07-19 06:51:00,1
AA,2552,N8009T,MIA,132,109,182,17,2019-07-19,2019-07-19 21:29:00,2019-07-19 18:27:00,2019-07-19 21:46:00,1
AA,2619,N906NN,DFW,145,128,103,25,2019-07-19,2019-07-19 10:52:00,2019-07-19 09:09:00,2019-07-19 11:17:00,1
AA,2717,N9029F,MIA,127,120,20,27,2019-07-19,2019-07-19 09:33:00,2019-07-19 09:13:00,2019-07-19 10:00:00,1
AA,2733,N967UW,LGA,145,132,44,18,2019-07-19,2019-07-19 16:01:00,2019-07-19 15:17:00,2019-07-19 16:19:00,1
AA,2737,N907AA,LAX,279,262,21,19,2019-07-19,2019-07-19 11:41:00,2019-07-19 11:20:00,2019-07-19 12:00:00,1
AA,1177,N9023N,MIA,120,105,80,18,2019-07-20,2019-07-20 08:01:00,2019-07-20 06:41:00,2019-07-20 08:19:00,1
AA,1567,N834NN,DFW,146,119,66,15,2019-07-20,2019-07-20 09:06:00,2019-07-20 08:00:00,2019-07-20 09:21:00,1
AA,1994,N724UW,CLT,77,57,20,12,2019-07-20,2019-07-20 05:48:00,2019-07-20 05:28:00,2019-07-20 06:00:00,1
AA,2039,N872NN,PHL,127,128,112,15,2019-07-20,2019-07-20 14:13:00,2019-07-20 12:21:00,2019-07-20 14:28:00,1
AA,2269,N810AW,ORD,153,193,103,42,2019-07-20,2019-07-20 19:21:00,2019-07-20 17:38:00,2019-07-20 20:03:00,1
AA,2344,N9019F,MIA,121,115,85,20,2019-07-20,2019-07-20 08:55:00,2019-07-20 07:30:00,2019-07-20 09:15:00,1
AA,2552,N949NN,MIA,132,130,66,33,2019-07-20,2019-07-20 19:40:00,2019-07-20 18:34:00,2019-07-20 20:13:00,1
AA,2770,N934AA,DFW,141,123,22,18,2019-07-20,2019-07-20 06:47:00,2019-07-20 06:25:00,2019-07-20 07:05:00,1
AA,2841,N889NN,ORD,146,139,111,19,2019-07-20,2019-07-20 21:06:00,2019-07-20 19:15:00,2019-07-20 21:25:00,1
AA,2893,N957UW,LGA,148,137,126,21,2019-07-20,2019-07-20 19:28:00,2019-07-20 17:22:00,2019-07-20 19:49:00,1
AA,1662,N965UW,LGA,150,0,41,35,2019-07-21,2019-07-21 20:36:00,2019-07-21 19:55:00,2019-07-21 21:11:00,1
AA,1994,N127UW,CLT,77,73,15,19,2019-07-21,2019-07-21 05:31:00,2019-07-21 05:16:00,2019-07-21 05:50:00,1
AA,2328,N167AN,LAX,291,260,109,13,2019-07-21,2019-07-21 08:49:00,2019-07-21 07:00:00,2019-07-21 09:02:00,1
AA,2841,N883NN,ORD,146,153,28,21,2019-07-21,2019-07-21 19:43:00,2019-07-21 19:15:00,2019-07-21 20:04:00,1
AA,333,N923NN,DFW,151,130,142,13,2019-07-22,2019-07-22 20:41:00,2019-07-22 18:19:00,2019-07-22 20:54:00,1
AA,1618,N154AA,MIA,130,118,37,21,2019-07-22,2019-07-22 20:03:00,2019-07-22 19:26:00,2019-07-22 20:24:00,1
AA,1630,N978AN,DFW,150,129,61,18,2019-07-22,2019-07-22 17:30:00,2019-07-22 16:29:00,2019-07-22 17:48:00,1
AA,2552,N8027D,MIA,132,124,16,22,2019-07-22,2019-07-22 18:43:00,2019-07-22 18:27:00,2019-07-22 19:05:00,1
AA,333,N921NN,DFW,151,128,24,12,2019-07-23,2019-07-23 18:43:00,2019-07-23 18:19:00,2019-07-23 18:55:00,1
AA,476,N659AW,PHX,236,221,20,17,2019-07-23,2019-07-23 12:02:00,2019-07-23 11:42:00,2019-07-23 12:19:00,1
AA,1309,N898NN,DFW,141,128,19,21,2019-07-23,2019-07-23 14:47:00,2019-07-23 14:28:00,2019-07-23 15:08:00,1
AA,1618,N929AA,MIA,130,111,118,18,2019-07-23,2019-07-23 21:24:00,2019-07-23 19:26:00,2019-07-23 21:42:00,1
AA,1630,N358PW,DFW,150,123,54,14,2019-07-23,2019-07-23 17:23:00,2019-07-23 16:29:00,2019-07-23 17:37:00,1
AA,1662,N965UW,LGA,150,124,139,12,2019-07-23,2019-07-23 22:14:00,2019-07-23 19:55:00,2019-07-23 22:26:00,1
AA,1991,N949UW,PHL,144,123,17,17,2019-07-23,2019-07-23 18:05:00,2019-07-23 17:48:00,2019-07-23 18:22:00,1
AA,2344,N4032T,MIA,121,113,18,13,2019-07-23,2019-07-23 07:48:00,2019-07-23 07:30:00,2019-07-23 08:01:00,1
AA,2717,N9023N,MIA,127,116,163,17,2019-07-23,2019-07-23 11:56:00,2019-07-23 09:13:00,2019-07-23 12:13:00,1
AA,2733,N950UW,LGA,145,129,25,26,2019-07-23,2019-07-23 15:42:00,2019-07-23 15:17:00,2019-07-23 16:08:00,1
AA,2737,N148AN,LAX,279,263,26,22,2019-07-23,2019-07-23 11:46:00,2019-07-23 11:20:00,2019-07-23 12:08:00,1
AA,1866,N955UW,DCA,113,85,19,14,2019-07-24,2019-07-24 11:49:00,2019-07-24 11:30:00,2019-07-24 12:03:00,1
AA,2344,N12028,MIA,121,123,30,12,2019-07-24,2019-07-24 08:00:00,2019-07-24 07:30:00,2019-07-24 08:12:00,1
AA,2552,N9026C,MIA,132,116,17,15,2019-07-24,2019-07-24 18:44:00,2019-07-24 18:27:00,2019-07-24 18:59:00,1
AA,2737,N141NN,LAX,279,254,35,9,2019-07-24,2019-07-24 11:55:00,2019-07-24 11:20:00,2019-07-24 12:04:00,1
AA,2828,N703UW,MIA,122,112,18,15,2019-07-24,2019-07-24 12:50:00,2019-07-24 12:32:00,2019-07-24 13:05:00,1
AA,309,N958UW,DCA,126,93,35,19,2019-07-25,2019-07-25 17:29:00,2019-07-25 16:54:00,2019-07-25 17:48:00,1
AA,738,N501AA,DFW,142,124,17,12,2019-07-25,2019-07-25 12:41:00,2019-07-25 12:24:00,2019-07-25 12:53:00,1
AA,1409,N956AN,LAX,288,285,29,25,2019-07-25,2019-07-25 19:10:00,2019-07-25 18:41:00,2019-07-25 19:35:00,1
AA,1662,N959UW,LGA,150,125,39,22,2019-07-25,2019-07-25 20:34:00,2019-07-25 19:55:00,2019-07-25 20:56:00,1
AA,1866,N958UW,DCA,113,93,39,15,2019-07-25,2019-07-25 12:09:00,2019-07-25 11:30:00,2019-07-25 12:24:00,1
AA,1991,N965UW,PHL,144,106,152,15,2019-07-25,2019-07-25 20:20:00,2019-07-25 17:48:00,2019-07-25 20:35:00,1
AA,2733,N946UW,LGA,145,111,105,12,2019-07-25,2019-07-25 17:02:00,2019-07-25 15:17:00,2019-07-25 17:14:00,1
AA,603,N946UW,PHL,134,114,27,17,2019-07-26,2019-07-26 15:21:00,2019-07-26 14:54:00,2019-07-26 15:38:00,1
AA,799,N769US,CLT,88,61,59,15,2019-07-26,2019-07-26 09:30:00,2019-07-26 08:31:00,2019-07-26 09:45:00,1
AA,1309,N990NN,DFW,141,124,20,10,2019-07-26,2019-07-26 14:48:00,2019-07-26 14:28:00,2019-07-26 14:58:00,1
AA,1409,N314PD,LAX,288,264,46,8,2019-07-26,2019-07-26 19:27:00,2019-07-26 18:41:00,2019-07-26 19:35:00,1
AA,1618,N165NN,MIA,130,152,64,10,2019-07-26,2019-07-26 20:30:00,2019-07-26 19:26:00,2019-07-26 20:40:00,1
AA,1718,N654AW,CLT,83,74,34,24,2019-07-26,2019-07-26 07:30:00,2019-07-26 06:56:00,2019-07-26 07:54:00,1
AA,2344,N12028,MIA,121,105,22,11,2019-07-26,2019-07-26 07:52:00,2019-07-26 07:30:00,2019-07-26 08:03:00,1
AA,1177,N9015D,MIA,120,150,25,55,2019-07-27,2019-07-27 07:06:00,2019-07-27 06:41:00,2019-07-27 08:01:00,1
AA,1994,N700UW,CLT,77,63,17,17,2019-07-27,2019-07-27 05:45:00,2019-07-27 05:28:00,2019-07-27 06:02:00,1
AA,835,N944UW,LGA,141,122,29,15,2019-07-28,2019-07-28 11:08:00,2019-07-28 10:39:00,2019-07-28 11:23:00,1
AA,1662,N957UW,LGA,150,125,29,16,2019-07-28,2019-07-28 20:24:00,2019-07-28 19:55:00,2019-07-28 20:40:00,1
AA,333,N854NN,DFW,151,146,69,33,2019-07-29,2019-07-29 19:28:00,2019-07-29 18:19:00,2019-07-29 20:01:00,1
AA,877,N922NN,CLT,93,88,95,15,2019-07-29,2019-07-29 16:52:00,2019-07-29 15:17:00,2019-07-29 17:07:00,1
AA,885,N982AN,ORD,153,162,92,33,2019-07-29,2019-07-29 19:10:00,2019-07-29 17:38:00,2019-07-29 19:43:00,1
AA,1309,N977NN,DFW,141,152,287,42,2019-07-29,2019-07-29 19:15:00,2019-07-29 14:28:00,2019-07-29 19:57:00,1
AA,1574,N986NN,ORD,147,121,21,18,2019-07-29,2019-07-29 07:49:00,2019-07-29 07:28:00,2019-07-29 08:07:00,1
AA,1618,N162AA,MIA,130,121,33,19,2019-07-29,2019-07-29 19:59:00,2019-07-29 19:26:00,2019-07-29 20:18:00,1
AA,1643,N982AN,CLT,80,75,176,24,2019-07-29,2019-07-29 15:25:00,2019-07-29 12:29:00,2019-07-29 15:49:00,1
AA,2841,N902AN,ORD,146,154,157,23,2019-07-29,2019-07-29 21:52:00,2019-07-29 19:15:00,2019-07-29 22:15:00,1
AA,333,N958NN,DFW,151,133,21,16,2019-07-30,2019-07-30 18:40:00,2019-07-30 18:19:00,2019-07-30 18:56:00,1
AA,738,N809NN,DFW,142,125,20,12,2019-07-30,2019-07-30 12:44:00,2019-07-30 12:24:00,2019-07-30 12:56:00,1
AA,885,N944AN,ORD,153,132,217,19,2019-07-30,2019-07-30 21:15:00,2019-07-30 17:38:00,2019-07-30 21:34:00,1
AA,1662,N949UW,LGA,150,130,43,25,2019-07-30,2019-07-30 20:38:00,2019-07-30 19:55:00,2019-07-30 21:03:00,1
AA,1991,N952UW,PHL,144,147,15,41,2019-07-30,2019-07-30 18:03:00,2019-07-30 17:48:00,2019-07-30 18:44:00,1
AA,2841,N923NN,ORD,146,134,22,12,2019-07-30,2019-07-30 19:37:00,2019-07-30 19:15:00,2019-07-30 19:49:00,1
AA,333,N938AN,DFW,151,128,25,17,2019-07-31,2019-07-31 18:44:00,2019-07-31 18:19:00,2019-07-31 19:01:00,1
AA,603,N950UW,PHL,134,125,228,20,2019-07-31,2019-07-31 18:42:00,2019-07-31 14:54:00,2019-07-31 19:02:00,1
AA,1309,N954AN,DFW,141,127,56,19,2019-07-31,2019-07-31 15:24:00,2019-07-31 14:28:00,2019-07-31 15:43:00,1
AA,1662,N949UW,LGA,150,139,33,21,2019-07-31,2019-07-31 20:28:00,2019-07-31 19:55:00,2019-07-31 20:49:00,1
AA,1866,N956UW,DCA,113,91,16,16,2019-07-31,2019-07-31 11:46:00,2019-07-31 11:30:00,2019-07-31 12:02:00,1
