carrier_code,flight_number,tail_number,destination_airport,scheduled_elapsed_time_(minutes),actual_elapsed_time_(minutes),departure_delay_(minutes),taxi-out_time_(minutes),date_mm/dd/yyyy,actual_departure_time,scheduled_departure_time,wheels-off_time,DepDel15
AA,1309,N928NN,DFW,153,149,190,17,2019-02-21,2019-02-21 17:26:00,2019-02-21 14:16:00,2019-02-21 17:43:00,1
AA,1567,N905NN,DFW,155,169,74,31,2019-02-21,2019-02-21 09:11:00,2019-02-21 07:57:00,2019-02-21 09:42:00,1
AA,1991,N951UW,PHL,131,97,44,11,2019-02-21,2019-02-21 18:47:00,2019-02-21 18:03:00,2019-02-21 18:58:00,1
AA,2344,N924AN,MIA,119,114,15,21,2019-02-21,2019-02-21 07:45:00,2019-02-21 07:30:00,2019-02-21 08:06:00,1
AA,2828,N803NN,MIA,117,108,27,12,2019-02-21,2019-02-21 12:15:00,2019-02-21 11:48:00,2019-02-21 12:27:00,1
AA,426,N820AW,CLT,83,77,116,28,2019-02-22,2019-02-22 12:55:00,2019-02-22 10:59:00,2019-02-22 13:23:00,1
AA,1691,N730US,ORD,147,157,23,35,2019-02-22,2019-02-22 18:00:00,2019-02-22 17:37:00,2019-02-22 18:35:00,1
AA,1718,N834AW,CLT,80,74,41,25,2019-02-22,2019-02-22 07:44:00,2019-02-22 07:03:00,2019-02-22 08:09:00,1
AA,1851,N664AW,DFW,155,137,243,10,2019-02-22,2019-02-22 22:27:00,2019-02-22 18:24:00,2019-02-22 22:37:00,1
AA,2091,N828AW,MIA,124,124,69,23,2019-02-22,2019-02-22 19:20:00,2019-02-22 18:11:00,2019-02-22 19:43:00,1
AA,2194,N762US,CLT,78,75,27,24,2019-02-22,2019-02-22 12:49:00,2019-02-22 12:22:00,2019-02-22 13:13:00,1
AA,2737,N358PW,LAX,309,342,20,34,2019-02-22,2019-02-22 11:21:00,2019-02-22 11:01:00,2019-02-22 11:55:00,1
AA,440,N604AW,PHX,260,295,23,33,2019-02-23,2019-02-23 18:05:00,2019-02-23 17:42:00,2019-02-23 18:38:00,1
AA,1409,N966NN,LAX,316,322,16,14,2019-02-23,2019-02-23 18:15:00,2019-02-23 17:59:00,2019-02-23 18:29:00,1
AA,1574,N5007E,ORD,138,127,114,18,2019-02-23,2019-02-23 09:16:00,2019-02-23 07:22:00,2019-02-23 09:34:00,1
AA,1980,N732US,PHL,124,116,29,27,2019-02-23,2019-02-23 10:14:00,2019-02-23 09:45:00,2019-02-23 10:41:00,1
AA,2344,N967NN,MIA,119,118,406,28,2019-02-23,2019-02-23 14:16:00,2019-02-23 07:30:00,2019-02-23 14:44:00,1
AA,2737,N962NN,LAX,309,320,34,21,2019-02-23,2019-02-23 11:35:00,2019-02-23 11:01:00,2019-02-23 11:56:00,1
AA,2778,N809NN,DFW,157,166,15,25,2019-02-23,2019-02-23 10:18:00,2019-02-23 10:03:00,2019-02-23 10:43:00,1
AA,799,N704US,CLT,83,76,64,24,2019-02-24,2019-02-24 09:52:00,2019-02-24 08:48:00,2019-02-24 10:16:00,1
AA,588,N946UW,LGA,134,142,90,27,2019-02-25,2019-02-25 20:46:00,2019-02-25 19:16:00,2019-02-25 21:13:00,1
AA,1991,N950UW,PHL,131,123,43,17,2019-02-25,2019-02-25 18:46:00,2019-02-25 18:03:00,2019-02-25 19:03:00,1
AA,1409,N928NN,LAX,316,288,50,11,2019-02-26,2019-02-26 18:49:00,2019-02-26 17:59:00,2019-02-26 19:00:00,1
AA,1991,N764US,PHL,131,100,219,12,2019-02-26,2019-02-26 21:42:00,2019-02-26 18:03:00,2019-02-26 21:54:00,1
AA,2737,N952NN,LAX,309,297,110,16,2019-02-26,2019-02-26 12:51:00,2019-02-26 11:01:00,2019-02-26 13:07:00,1
AA,2770,N913AN,DFW,153,166,30,17,2019-02-26,2019-02-26 06:32:00,2019-02-26 06:02:00,2019-02-26 06:49:00,1
AA,588,N963UW,LGA,134,128,45,20,2019-02-27,2019-02-27 20:01:00,2019-02-27 19:16:00,2019-02-27 20:21:00,1
AA,1718,N103US,CLT,80,79,25,19,2019-02-27,2019-02-27 07:28:00,2019-02-27 07:03:00,2019-02-27 07:47:00,1
AA,2194,N750UW,CLT,78,78,19,13,2019-02-27,2019-02-27 12:41:00,2019-02-27 12:22:00,2019-02-27 12:54:00,1
AA,2737,N891NN,LAX,309,296,55,14,2019-02-27,2019-02-27 11:56:00,2019-02-27 11:01:00,2019-02-27 12:10:00,1
AA,222,N916AN,DFW,151,141,85,17,2019-02-28,2019-02-28 13:54:00,2019-02-28 12:29:00,2019-02-28 14:11:00,1
AA,426,N807AW,CLT,83,69,33,19,2019-02-28,2019-02-28 11:32:00,2019-02-28 10:59:00,2019-02-28 11:51:00,1
AA,588,N945UW,LGA,134,122,149,17,2019-02-28,2019-02-28 21:45:00,2019-02-28 19:16:00,2019-02-28 22:02:00,1
AA,1177,N9021H,MIA,120,117,28,23,2019-02-28,2019-02-28 07:18:00,2019-02-28 06:50:00,2019-02-28 07:41:00,1
AA,1309,N990AN,DFW,153,151,46,18,2019-02-28,2019-02-28 15:02:00,2019-02-28 14:16:00,2019-02-28 15:20:00,1
AA,1630,N650AW,DFW,153,138,266,14,2019-02-28,2019-02-28 20:47:00,2019-02-28 16:21:00,2019-02-28 21:01:00,1
AA,1991,N959UW,PHL,131,113,101,14,2019-02-28,2019-02-28 19:44:00,2019-02-28 18:03:00,2019-02-28 19:58:00,1
AA,2737,N952NN,LAX,309,312,61,18,2019-02-28,2019-02-28 12:02:00,2019-02-28 11:01:00,2019-02-28 12:20:00,1
AA,476,N663AW,PHX,257,263,20,17,2019-01-03,2019-01-03 11:48:00,2019-01-03 11:28:00,2019-01-03 12:05:00,1
AA,588,N948UW,LGA,134,146,34,38,2019-01-03,2019-01-03 19:50:00,2019-01-03 19:16:00,2019-01-03 20:28:00,1
AA,1618,N871NN,MIA,119,111,132,22,2019-01-03,2019-01-03 22:28:00,2019-01-03 20:16:00,2019-01-03 22:50:00,1
AA,1851,N658AW,DFW,155,142,130,14,2019-01-03,2019-01-03 20:34:00,2019-01-03 18:24:00,2019-01-03 20:48:00,1
AA,1991,N959UW,PHL,131,125,22,13,2019-01-03,2019-01-03 18:25:00,2019-01-03 18:03:00,2019-01-03 18:38:00,1
AA,2091,N343RY,MIA,124,130,68,25,2019-01-03,2019-01-03 19:19:00,2019-01-03 18:11:00,2019-01-03 19:44:00,1
AA,2194,N9012,CLT,78,61,285,11,2019-01-03,2019-01-03 17:07:00,2019-01-03 12:22:00,2019-01-03 17:18:00,1
AA,2214,N815NN,MIA,126,124,36,15,2019-01-03,2019-01-03 17:09:00,2019-01-03 16:33:00,2019-01-03 17:24:00,1
AA,550,N738US,CLT,77,54,45,12,2019-02-03,2019-02-03 06:13:00,2019-02-03 05:28:00,2019-02-03 06:25:00,1
AA,1309,N940AN,DFW,153,141,50,17,2019-02-03,2019-02-03 15:06:00,2019-02-03 14:16:00,2019-02-03 15:23:00,1
AA,1409,N844NN,LAX,316,336,32,36,2019-02-03,2019-02-03 18:31:00,2019-02-03 17:59:00,2019-02-03 19:07:00,1
AA,1567,N306NY,DFW,155,160,57,22,2019-02-03,2019-02-03 08:54:00,2019-02-03 07:57:00,2019-02-03 09:16:00,1
AA,1618,N302SA,MIA,119,107,17,20,2019-02-03,2019-02-03 20:33:00,2019-02-03 20:16:00,2019-02-03 20:53:00,1
AA,1991,N958UW,PHL,131,115,94,16,2019-02-03,2019-02-03 19:37:00,2019-02-03 18:03:00,2019-02-03 19:53:00,1
AA,2091,N983AN,MIA,124,113,41,22,2019-02-03,2019-02-03 18:52:00,2019-02-03 18:11:00,2019-02-03 19:14:00,1
AA,2194,N756US,CLT,78,69,31,17,2019-02-03,2019-02-03 12:53:00,2019-02-03 12:22:00,2019-02-03 13:10:00,1
AA,440,N659AW,PHX,261,250,249,14,2019-03-03,2019-03-03 21:50:00,2019-03-03 17:41:00,2019-03-03 22:04:00,1
AA,476,N658AW,PHX,259,274,339,20,2019-03-03,2019-03-03 17:05:00,2019-03-03 11:26:00,2019-03-03 17:25:00,1
AA,1309,N978AN,DFW,151,155,15,23,2019-03-03,2019-03-03 14:33:00,2019-03-03 14:18:00,2019-03-03 14:56:00,1
AA,1567,N956NN,DFW,152,159,59,16,2019-03-03,2019-03-03 08:59:00,2019-03-03 08:00:00,2019-03-03 09:15:00,1
AA,1618,N960NN,MIA,120,98,52,17,2019-03-03,2019-03-03 21:19:00,2019-03-03 20:27:00,2019-03-03 21:36:00,1
AA,1991,N949UW,PHL,131,114,21,13,2019-03-03,2019-03-03 18:24:00,2019-03-03 18:03:00,2019-03-03 18:37:00,1
AA,2091,N90024,MIA,125,124,25,30,2019-03-03,2019-03-03 18:36:00,2019-03-03 18:11:00,2019-03-03 19:06:00,1
AA,2194,N808AW,CLT,80,65,42,17,2019-03-03,2019-03-03 13:01:00,2019-03-03 12:19:00,2019-03-03 13:18:00,1
AA,2214,N924NN,MIA,123,119,15,16,2019-03-03,2019-03-03 16:51:00,2019-03-03 16:36:00,2019-03-03 17:07:00,1
AA,222,N854NN,DFW,150,153,22,16,2019-04-03,2019-04-03 12:52:00,2019-04-03 12:30:00,2019-04-03 13:08:00,1
AA,426,N815AW,CLT,81,64,31,14,2019-04-03,2019-04-03 11:32:00,2019-04-03 11:01:00,2019-04-03 11:46:00,1
AA,550,N121UW,CLT,73,62,159,17,2019-04-03,2019-04-03 08:11:00,2019-04-03 05:32:00,2019-04-03 08:28:00,1
AA,1309,N984NN,DFW,151,160,66,20,2019-04-03,2019-04-03 15:25:00,2019-04-03 14:19:00,2019-04-03 15:45:00,1
AA,1991,N949UW,PHL,131,110,17,15,2019-04-03,2019-04-03 18:20:00,2019-04-03 18:03:00,2019-04-03 18:35:00,1
AA,2737,N914AN,LAX,309,338,28,19,2019-04-03,2019-04-03 11:29:00,2019-04-03 11:01:00,2019-04-03 11:48:00,1
AA,1177,N9017P,MIA,119,116,15,14,2019-05-03,2019-05-03 07:06:00,2019-05-03 06:51:00,2019-05-03 07:20:00,1
AA,1567,N950NN,DFW,152,164,17,26,2019-05-03,2019-05-03 08:17:00,2019-05-03 08:00:00,2019-05-03 08:43:00,1
AA,2214,N305NX,MIA,123,110,24,20,2019-05-03,2019-05-03 17:00:00,2019-05-03 16:36:00,2019-05-03 17:20:00,1
AA,2778,N958NN,DFW,155,147,18,17,2019-05-03,2019-05-03 10:23:00,2019-05-03 10:05:00,2019-05-03 10:40:00,1
AA,2828,N840NN,MIA,123,105,64,13,2019-05-03,2019-05-03 12:46:00,2019-05-03 11:42:00,2019-05-03 12:59:00,1
AA,426,N770UW,CLT,81,54,609,13,2019-06-03,2019-06-03 21:10:00,2019-06-03 11:01:00,2019-06-03 21:23:00,1
AA,2091,N767UW,MIA,125,110,48,16,2019-06-03,2019-06-03 18:59:00,2019-06-03 18:11:00,2019-06-03 19:15:00,1
AA,401,N721UW,PHL,132,110,58,15,2019-07-03,2019-07-03 16:18:00,2019-07-03 15:20:00,2019-07-03 16:33:00,1
AA,2344,N903NN,MIA,119,110,48,22,2019-07-03,2019-07-03 08:18:00,2019-07-03 07:30:00,2019-07-03 08:40:00,1
AA,401,N700UW,PHL,132,125,22,16,2019-08-03,2019-08-03 15:42:00,2019-08-03 15:20:00,2019-08-03 15:58:00,1
AA,1409,N970AN,LAX,315,332,24,35,2019-08-03,2019-08-03 18:24:00,2019-08-03 18:00:00,2019-08-03 18:59:00,1
AA,2194,N802AW,CLT,80,73,21,18,2019-08-03,2019-08-03 12:39:00,2019-08-03 12:18:00,2019-08-03 12:57:00,1
AA,2214,N814NN,MIA,123,109,51,20,2019-08-03,2019-08-03 17:27:00,2019-08-03 16:36:00,2019-08-03 17:47:00,1
AA,440,N673AW,PHX,261,269,69,11,2019-09-03,2019-09-03 18:50:00,2019-09-03 17:41:00,2019-09-03 19:01:00,1
AA,799,N829AW,CLT,76,59,243,14,2019-09-03,2019-09-03 13:03:00,2019-09-03 09:00:00,2019-09-03 13:17:00,1
AA,1567,N306PB,DFW,152,266,18,46,2019-09-03,2019-09-03 08:18:00,2019-09-03 08:00:00,2019-09-03 09:04:00,1
AA,2194,N825AW,CLT,80,62,18,15,2019-09-03,2019-09-03 12:36:00,2019-09-03 12:18:00,2019-09-03 12:51:00,1
AA,2737,N343PN,LAX,309,307,196,20,2019-09-03,2019-09-03 14:17:00,2019-09-03 11:01:00,2019-09-03 14:37:00,1
AA,2828,N321RL,MIA,123,103,86,18,2019-09-03,2019-09-03 13:08:00,2019-09-03 11:42:00,2019-09-03 13:26:00,1
AA,401,N712US,PHL,132,138,33,12,2019-10-03,2019-10-03 15:53:00,2019-10-03 15:20:00,2019-10-03 16:05:00,1
AA,649,N661AW,DFW,156,141,39,15,2019-10-03,2019-10-03 20:28:00,2019-10-03 19:49:00,2019-10-03 20:43:00,1
AA,1177,N9022G,MIA,119,109,33,15,2019-10-03,2019-10-03 07:24:00,2019-10-03 06:51:00,2019-10-03 07:39:00,1
AA,1567,N941NN,DFW,160,140,19,12,2019-10-03,2019-10-03 08:19:00,2019-10-03 08:00:00,2019-10-03 08:31:00,1
AA,2194,N838AW,CLT,80,76,37,15,2019-10-03,2019-10-03 12:55:00,2019-10-03 12:18:00,2019-10-03 13:10:00,1
AA,2328,N343PN,LAX,318,303,78,14,2019-10-03,2019-10-03 07:58:00,2019-10-03 06:40:00,2019-10-03 08:12:00,1
AA,2737,N862NN,LAX,309,342,183,23,2019-10-03,2019-10-03 14:04:00,2019-10-03 11:01:00,2019-10-03 14:27:00,1
AA,2828,N898NN,MIA,123,111,28,18,2019-10-03,2019-10-03 12:10:00,2019-10-03 11:42:00,2019-10-03 12:28:00,1
AA,1309,N927AN,DFW,151,162,29,29,2019-12-03,2019-12-03 14:48:00,2019-12-03 14:19:00,2019-12-03 15:17:00,1
AA,2737,N910AN,LAX,309,306,15,19,2019-12-03,2019-12-03 11:16:00,2019-12-03 11:01:00,2019-12-03 11:35:00,1
AA,2778,N919NN,DFW,155,154,15,18,2019-12-03,2019-12-03 10:20:00,2019-12-03 10:05:00,2019-12-03 10:38:00,1
AA,2828,N856NN,MIA,123,101,28,15,2019-12-03,2019-12-03 12:10:00,2019-12-03 11:42:00,2019-12-03 12:25:00,1
AA,222,N947AN,DFW,150,200,216,44,2019-03-13,2019-03-13 16:06:00,2019-03-13 12:30:00,2019-03-13 16:50:00,1
AA,401,N724UW,PHL,132,119,17,11,2019-03-13,2019-03-13 15:37:00,2019-03-13 15:20:00,2019-03-13 15:48:00,1
AA,1309,N918AN,DFW,151,208,128,31,2019-03-13,2019-03-13 16:27:00,2019-03-13 14:19:00,2019-03-13 16:58:00,1
AA,1409,N937AN,LAX,315,316,51,13,2019-03-13,2019-03-13 18:51:00,2019-03-13 18:00:00,2019-03-13 19:04:00,1
AA,1567,N981NN,DFW,152,291,23,42,2019-03-13,2019-03-13 08:23:00,2019-03-13 08:00:00,2019-03-13 09:05:00,1
AA,1618,N959AN,MIA,120,172,38,16,2019-03-13,2019-03-13 21:05:00,2019-03-13 20:27:00,2019-03-13 21:21:00,1
AA,2091,N703UW,MIA,125,102,76,11,2019-03-13,2019-03-13 19:27:00,2019-03-13 18:11:00,2019-03-13 19:38:00,1
AA,222,N918NN,DFW,150,135,16,9,2019-03-14,2019-03-14 12:46:00,2019-03-14 12:30:00,2019-03-14 12:55:00,1
AA,1991,N952UW,PHL,131,103,74,13,2019-03-14,2019-03-14 19:17:00,2019-03-14 18:03:00,2019-03-14 19:30:00,1
AA,2778,N958AN,DFW,155,142,71,14,2019-03-14,2019-03-14 11:16:00,2019-03-14 10:05:00,2019-03-14 11:30:00,1
AA,2828,N824NN,MIA,123,105,70,18,2019-03-14,2019-03-14 12:52:00,2019-03-14 11:42:00,2019-03-14 13:10:00,1
AA,401,N715UW,PHL,132,144,24,43,2019-03-15,2019-03-15 15:44:00,2019-03-15 15:20:00,2019-03-15 16:27:00,1
AA,476,N667AW,PHX,259,249,55,19,2019-03-15,2019-03-15 12:21:00,2019-03-15 11:26:00,2019-03-15 12:40:00,1
AA,550,N703UW,CLT,73,63,29,16,2019-03-15,2019-03-15 06:01:00,2019-03-15 05:32:00,2019-03-15 06:17:00,1
AA,588,N952UW,LGA,138,132,135,23,2019-03-15,2019-03-15 21:26:00,2019-03-15 19:11:00,2019-03-15 21:49:00,1
AA,1719,N959UW,LGA,135,119,16,13,2019-03-15,2019-03-15 07:16:00,2019-03-15 07:00:00,2019-03-15 07:29:00,1
AA,1991,N958UW,PHL,131,116,155,23,2019-03-15,2019-03-15 20:38:00,2019-03-15 18:03:00,2019-03-15 21:01:00,1
AA,2091,N746UW,MIA,125,128,72,28,2019-03-15,2019-03-15 19:23:00,2019-03-15 18:11:00,2019-03-15 19:51:00,1
AA,2194,N821AW,CLT,80,70,48,17,2019-03-15,2019-03-15 13:06:00,2019-03-15 12:18:00,2019-03-15 13:23:00,1
AA,2328,N848NN,LAX,318,296,40,16,2019-03-15,2019-03-15 07:20:00,2019-03-15 06:40:00,2019-03-15 07:36:00,1
AA,2344,N338PK,MIA,119,129,112,16,2019-03-15,2019-03-15 09:22:00,2019-03-15 07:30:00,2019-03-15 09:38:00,1
AA,2737,N949NN,LAX,309,322,17,46,2019-03-15,2019-03-15 11:18:00,2019-03-15 11:01:00,2019-03-15 12:04:00,1
AA,1151,N990AN,MIA,113,105,21,12,2019-03-16,2019-03-16 06:17:00,2019-03-16 05:56:00,2019-03-16 06:29:00,1
AA,1630,N667AW,DFW,152,155,19,21,2019-03-16,2019-03-16 16:41:00,2019-03-16 16:22:00,2019-03-16 17:02:00,1
AA,1851,N660AW,DFW,148,136,22,18,2019-03-16,2019-03-16 18:53:00,2019-03-16 18:31:00,2019-03-16 19:11:00,1
AA,2091,N816AW,MIA,125,124,62,22,2019-03-16,2019-03-16 19:13:00,2019-03-16 18:11:00,2019-03-16 19:35:00,1
AA,2717,N8031M,MIA,124,109,26,20,2019-03-16,2019-03-16 09:42:00,2019-03-16 09:16:00,2019-03-16 10:02:00,1
AA,1309,N908AN,DFW,151,163,170,32,2019-03-17,2019-03-17 17:09:00,2019-03-17 14:19:00,2019-03-17 17:41:00,1
AA,1567,N960AN,DFW,152,147,48,14,2019-03-17,2019-03-17 08:48:00,2019-03-17 08:00:00,2019-03-17 09:02:00,1
AA,1630,N652AW,DFW,152,146,45,28,2019-03-17,2019-03-17 17:07:00,2019-03-17 16:22:00,2019-03-17 17:35:00,1
AA,2828,N856NN,MIA,123,108,24,15,2019-03-17,2019-03-17 12:06:00,2019-03-17 11:42:00,2019-03-17 12:21:00,1
AA,426,N758US,CLT,81,57,27,11,2019-03-18,2019-03-18 11:28:00,2019-03-18 11:01:00,2019-03-18 11:39:00,1
AA,2214,N968AN,MIA,123,150,61,22,2019-03-18,2019-03-18 17:37:00,2019-03-18 16:36:00,2019-03-18 17:59:00,1
AA,799,N751UW,CLT,83,78,25,21,2019-03-19,2019-03-19 09:28:00,2019-03-19 09:03:00,2019-03-19 09:49:00,1
AA,426,N755US,CLT,81,67,80,20,2019-03-20,2019-03-20 12:21:00,2019-03-20 11:01:00,2019-03-20 12:41:00,1
AA,1409,N887NN,LAX,315,297,21,9,2019-03-20,2019-03-20 18:21:00,2019-03-20 18:00:00,2019-03-20 18:30:00,1
AA,2091,N829AW,MIA,125,116,20,18,2019-03-20,2019-03-20 18:31:00,2019-03-20 18:11:00,2019-03-20 18:49:00,1
AA,401,N717UW,PHL,132,122,31,16,2019-03-21,2019-03-21 15:51:00,2019-03-21 15:20:00,2019-03-21 16:07:00,1
AA,1409,N981AN,LAX,315,309,113,27,2019-03-21,2019-03-21 19:53:00,2019-03-21 18:00:00,2019-03-21 20:20:00,1
AA,1618,N342PM,MIA,120,120,27,24,2019-03-21,2019-03-21 20:54:00,2019-03-21 20:27:00,2019-03-21 21:18:00,1
AA,1630,N657AW,DFW,152,137,61,12,2019-03-21,2019-03-21 17:23:00,2019-03-21 16:22:00,2019-03-21 17:35:00,1
AA,1907,N763US,PHL,122,117,23,12,2019-03-21,2019-03-21 07:50:00,2019-03-21 07:27:00,2019-03-21 08:02:00,1
AA,2828,N864NN,MIA,123,108,18,15,2019-03-21,2019-03-21 12:00:00,2019-03-21 11:42:00,2019-03-21 12:15:00,1
AA,588,N967UW,LGA,138,162,79,47,2019-03-22,2019-03-22 20:30:00,2019-03-22 19:11:00,2019-03-22 21:17:00,1
AA,1445,N657AW,PHX,256,238,105,16,2019-03-22,2019-03-22 22:36:00,2019-03-22 20:51:00,2019-03-22 22:52:00,1
AA,2737,N941NN,LAX,309,288,18,14,2019-03-22,2019-03-22 11:19:00,2019-03-22 11:01:00,2019-03-22 11:33:00,1
AA,1618,N902AN,MIA,120,107,38,14,2019-03-23,2019-03-23 21:05:00,2019-03-23 20:27:00,2019-03-23 21:19:00,1
AA,1851,N673AW,DFW,148,132,26,15,2019-03-23,2019-03-23 18:57:00,2019-03-23 18:31:00,2019-03-23 19:12:00,1
AA,2828,N865NN,MIA,123,104,23,14,2019-03-23,2019-03-23 12:05:00,2019-03-23 11:42:00,2019-03-23 12:19:00,1
AA,440,N601AW,PHX,261,259,41,19,2019-03-24,2019-03-24 18:22:00,2019-03-24 17:41:00,2019-03-24 18:41:00,1
AA,476,N664AW,PHX,259,253,17,17,2019-03-24,2019-03-24 11:43:00,2019-03-24 11:26:00,2019-03-24 12:00:00,1
AA,1409,N903NN,LAX,315,307,20,29,2019-03-24,2019-03-24 18:20:00,2019-03-24 18:00:00,2019-03-24 18:49:00,1
AA,1618,N866NN,MIA,120,109,32,17,2019-03-24,2019-03-24 20:59:00,2019-03-24 20:27:00,2019-03-24 21:16:00,1
AA,1630,N647AW,DFW,152,144,93,14,2019-03-24,2019-03-24 17:55:00,2019-03-24 16:22:00,2019-03-24 18:09:00,1
AA,1691,N770UW,ORD,148,133,59,19,2019-03-24,2019-03-24 18:35:00,2019-03-24 17:36:00,2019-03-24 18:54:00,1
AA,1851,N963TW,DFW,148,152,81,17,2019-03-24,2019-03-24 19:52:00,2019-03-24 18:31:00,2019-03-24 20:09:00,1
AA,1991,N965UW,PHL,131,117,25,15,2019-03-24,2019-03-24 18:28:00,2019-03-24 18:03:00,2019-03-24 18:43:00,1
AA,2214,N929NN,MIA,123,119,18,24,2019-03-24,2019-03-24 16:54:00,2019-03-24 16:36:00,2019-03-24 17:18:00,1
AA,588,N967UW,LGA,138,162,46,54,2019-03-25,2019-03-25 19:57:00,2019-03-25 19:11:00,2019-03-25 20:51:00,1
AA,649,N654AW,DFW,156,129,257,13,2019-03-25,2019-03-25 00:06:00,2019-03-25 19:49:00,2019-03-25 00:19:00,1
AA,799,N769US,CLT,83,86,381,30,2019-03-25,2019-03-25 15:24:00,2019-03-25 09:03:00,2019-03-25 15:54:00,1
AA,1618,N971NN,MIA,120,104,140,18,2019-03-25,2019-03-25 22:47:00,2019-03-25 20:27:00,2019-03-25 23:05:00,1
AA,1691,N752US,ORD,148,147,26,27,2019-03-25,2019-03-25 18:02:00,2019-03-25 17:36:00,2019-03-25 18:29:00,1
AA,1719,N944UW,LGA,135,131,19,23,2019-03-25,2019-03-25 07:19:00,2019-03-25 07:00:00,2019-03-25 07:42:00,1
AA,1828,N742PS,PHL,120,111,75,13,2019-03-25,2019-03-25 06:34:00,2019-03-25 05:19:00,2019-03-25 06:47:00,1
AA,2091,N802AW,MIA,125,106,255,20,2019-03-25,2019-03-25 22:26:00,2019-03-25 18:11:00,2019-03-25 22:46:00,1
AA,2737,N315PE,LAX,309,298,45,16,2019-03-25,2019-03-25 11:46:00,2019-03-25 11:01:00,2019-03-25 12:02:00,1
AA,2828,N865NN,MIA,123,107,64,15,2019-03-25,2019-03-25 12:46:00,2019-03-25 11:42:00,2019-03-25 13:01:00,1
AA,476,N665AW,PHX,259,256,20,28,2019-03-26,2019-03-26 11:46:00,2019-03-26 11:26:00,2019-03-26 12:14:00,1
AA,799,N713UW,CLT,83,69,45,18,2019-03-26,2019-03-26 09:48:00,2019-03-26 09:03:00,2019-03-26 10:06:00,1
AA,1177,N9004F,MIA,119,126,132,29,2019-03-26,2019-03-26 09:03:00,2019-03-26 06:51:00,2019-03-26 09:32:00,1
AA,1309,N940AN,DFW,151,143,19,11,2019-03-26,2019-03-26 14:38:00,2019-03-26 14:19:00,2019-03-26 14:49:00,1
AA,1574,N9011P,ORD,141,125,110,20,2019-03-26,2019-03-26 09:09:00,2019-03-26 07:19:00,2019-03-26 09:29:00,1
AA,1630,N657AW,DFW,152,138,22,18,2019-03-26,2019-03-26 16:44:00,2019-03-26 16:22:00,2019-03-26 17:02:00,1
AA,2194,N749US,CLT,80,64,28,12,2019-03-26,2019-03-26 12:46:00,2019-03-26 12:18:00,2019-03-26 12:58:00,1
AA,2828,N855NN,MIA,123,103,35,10,2019-03-26,2019-03-26 12:17:00,2019-03-26 11:42:00,2019-03-26 12:27:00,1
AA,1851,N885NN,DFW,148,137,236,15,2019-03-27,2019-03-27 22:27:00,2019-03-27 18:31:00,2019-03-27 22:42:00,1
AA,1691,N767UW,ORD,148,141,87,20,2019-03-28,2019-03-28 19:03:00,2019-03-28 17:36:00,2019-03-28 19:23:00,1
AA,2828,N814NN,MIA,123,108,36,19,2019-03-29,2019-03-29 12:18:00,2019-03-29 11:42:00,2019-03-29 12:37:00,1
AA,1309,N338PK,DFW,151,134,31,19,2019-03-30,2019-03-30 14:50:00,2019-03-30 14:19:00,2019-03-30 15:09:00,1
AA,1851,N647AW,DFW,148,132,42,14,2019-03-30,2019-03-30 19:13:00,2019-03-30 18:31:00,2019-03-30 19:27:00,1
AA,1991,N952UW,PHL,131,116,24,20,2019-03-30,2019-03-30 18:27:00,2019-03-30 18:03:00,2019-03-30 18:47:00,1
AA,1618,N964NN,MIA,120,113,54,20,2019-03-31,2019-03-31 21:21:00,2019-03-31 20:27:00,2019-03-31 21:41:00,1
AA,1719,N961UW,LGA,137,127,125,16,2019-03-31,2019-03-31 13:47:00,2019-03-31 11:42:00,2019-03-31 14:03:00,1
AA,2737,N916AN,LAX,309,331,17,25,2019-03-31,2019-03-31 11:18:00,2019-03-31 11:01:00,2019-03-31 11:43:00,1
AA,2828,N903AN,MIA,123,107,32,16,2019-03-31,2019-03-31 12:14:00,2019-03-31 11:42:00,2019-03-31 12:30:00,1
AA,649,N660AW,DFW,156,138,43,16,2019-01-04,2019-01-04 20:32:00,2019-01-04 19:49:00,2019-01-04 20:48:00,1
AA,1718,N667AW,CLT,80,75,431,18,2019-01-04,2019-01-04 14:14:00,2019-01-04 07:03:00,2019-01-04 14:32:00,1
AA,1991,N945UW,PHL,131,95,76,21,2019-01-04,2019-01-04 19:19:00,2019-01-04 18:03:00,2019-01-04 19:40:00,1
AA,2091,N818AW,MIA,125,121,51,16,2019-01-04,2019-01-04 19:02:00,2019-01-04 18:11:00,2019-01-04 19:18:00,1
AA,2828,N807NN,MIA,123,117,23,21,2019-01-04,2019-01-04 12:05:00,2019-01-04 11:42:00,2019-01-04 12:26:00,1
AA,401,N828AW,PHL,134,115,20,15,2019-02-04,2019-02-04 15:41:00,2019-02-04 15:21:00,2019-02-04 15:56:00,1
AA,588,N945UW,LGA,138,122,62,18,2019-02-04,2019-02-04 20:14:00,2019-02-04 19:12:00,2019-02-04 20:32:00,1
AA,1349,N664AW,DFW,155,132,31,16,2019-02-04,2019-02-04 20:21:00,2019-02-04 19:50:00,2019-02-04 20:37:00,1
AA,426,N109UW,CLT,85,55,61,14,2019-03-04,2019-03-04 12:00:00,2019-03-04 10:59:00,2019-03-04 12:14:00,1
AA,1691,N749US,ORD,148,119,26,12,2019-03-04,2019-03-04 18:02:00,2019-03-04 17:36:00,2019-03-04 18:14:00,1
