flight_number,scheduled_elapsed_time_(minutes),actual_elapsed_time_(minutes),departure_delay_(minutes),taxi-out_time_(minutes),DepDel15,dest_airport_label,month,day,act_dep_time_hr,act_dep_time_min,sch_dep_time_hr,sch_dep_time_min,wo_time_hr,wo_time_min
2091,124,130,68,25,1,34,1,3,19,19,18,11,19,44
2194,78,61,285,11,1,8,1,3,17,7,12,22,17,18
2214,126,124,36,15,1,34,1,3,17,9,16,33,17,24
2328,323,332,-1,22,0,29,1,3,6,34,6,35,6,56
2344,119,138,-3,38,0,34,1,3,7,27,7,30,8,5
2717,122,126,10,28,0,34,1,3,9,28,9,18,9,56
2737,309,310,10,18,0,29,1,3,11,11,11,1,11,29
2770,153,146,-4,16,0,14,1,3,5,58,6,2,6,14
2778,157,150,-4,27,0,14,1,3,9,59,10,3,10,26
2828,117,115,-3,17,0,34,1,3,11,45,11,48,12,2
440,260,264,-6,26,0,100,2,3,17,36,17,42,18,2
476,257,247,0,21,0,100,2,3,11,20,11,20,11,41
550,77,54,45,12,1,8,2,3,6,13,5,28,6,25
799,83,93,-5,24,0,8,2,3,8,48,8,53,9,12
803,135,140,-4,32,0,101,2,3,15,31,15,35,16,3
1151,114,102,-3,15,0,34,2,3,5,52,5,55,6,7
1177,120,115,-4,14,0,34,2,3,6,46,6,50,7,0
1309,153,141,50,17,1,14,2,3,15,6,14,16,15,23
1409,316,336,32,36,1,29,2,3,18,31,17,59,19,7
1567,155,160,57,22,1,14,2,3,8,54,7,57,9,16
1574,138,120,-6,11,0,43,2,3,7,16,7,22,7,27
1618,119,107,17,20,1,34,2,3,20,33,20,16,20,53
1630,153,157,-6,23,0,14,2,3,16,15,16,21,16,38
1691,147,156,12,36,0,43,2,3,17,49,17,37,18,25
1719,135,127,-7,22,0,101,2,3,8,46,8,53,9,8
1828,118,107,-9,13,0,45,2,3,5,12,5,21,5,25
1851,155,149,-3,16,0,14,2,3,18,21,18,24,18,37
1907,122,114,1,15,0,45,2,3,7,28,7,27,7,43
1980,124,125,12,20,0,45,2,3,9,57,9,45,10,17
1991,131,115,94,16,1,45,2,3,19,37,18,3,19,53
2091,124,113,41,22,1,34,2,3,18,52,18,11,19,14
2194,78,69,31,17,1,8,2,3,12,53,12,22,13,10
2328,323,334,-1,20,0,29,2,3,6,34,6,35,6,54
2344,119,118,-4,16,0,34,2,3,7,26,7,30,7,42
2717,122,115,-5,15,0,34,2,3,9,13,9,18,9,28
2737,309,323,3,16,0,29,2,3,11,4,11,1,11,20
2770,153,143,-3,14,0,14,2,3,5,59,6,2,6,13
2778,157,143,-8,14,0,14,2,3,9,55,10,3,10,9
2828,117,107,11,18,0,34,2,3,11,59,11,48,12,17
222,150,152,1,16,0,14,3,3,12,31,12,30,12,47
401,132,122,6,17,0,45,3,3,15,26,15,20,15,43
426,81,68,-8,18,0,8,3,3,10,53,11,1,11,11
440,261,250,249,14,1,100,3,3,21,50,17,41,22,4
476,259,274,339,20,1,100,3,3,17,5,11,26,17,25
588,138,0,0,0,0,101,3,3,0,0,19,11,0,0
649,156,147,-2,17,0,14,3,3,19,47,19,49,20,4
799,76,91,-8,28,0,8,3,3,8,47,8,55,9,15
1151,113,109,0,18,0,34,3,3,5,56,5,56,6,14
1177,119,104,-8,15,0,34,3,3,6,43,6,51,6,58
1309,151,155,15,23,1,14,3,3,14,33,14,18,14,56
1409,315,361,-1,31,0,29,3,3,17,59,18,0,18,30
1567,152,159,59,16,1,14,3,3,8,59,8,0,9,15
1574,141,115,-9,15,0,43,3,3,7,10,7,19,7,25
1618,120,98,52,17,1,34,3,3,21,19,20,27,21,36
1630,152,150,-7,20,0,14,3,3,16,15,16,22,16,35
1691,148,112,-2,13,0,43,3,3,17,34,17,36,17,47
1718,80,74,3,17,0,8,3,3,7,6,7,3,7,23
1719,137,123,-6,16,0,101,3,3,11,36,11,42,11,52
1828,120,110,-7,14,0,45,3,3,5,12,5,19,5,26
1851,148,145,-7,15,0,14,3,3,18,24,18,31,18,39
1991,131,114,21,13,1,45,3,3,18,24,18,3,18,37
2091,125,124,25,30,1,34,3,3,18,36,18,11,19,6
2194,80,65,42,17,1,8,3,3,13,1,12,19,13,18
2214,123,119,15,16,1,34,3,3,16,51,16,36,17,7
2328,318,325,-4,13,0,29,3,3,6,36,6,40,6,49
2344,119,113,0,14,0,34,3,3,7,30,7,30,7,44
2717,124,104,-1,12,0,34,3,3,9,15,9,16,9,27
2737,309,343,0,26,0,29,3,3,11,1,11,1,11,27
2770,153,164,-5,24,0,14,3,3,5,57,6,2,6,21
2778,155,157,-7,15,0,14,3,3,9,58,10,5,10,13
2828,123,110,1,19,0,34,3,3,11,43,11,42,12,2
222,150,153,22,16,1,14,4,3,12,52,12,30,13,8
401,132,110,3,14,0,45,4,3,15,23,15,20,15,37
426,81,64,31,14,1,8,4,3,11,32,11,1,11,46
440,261,271,-4,17,0,100,4,3,17,37,17,41,17,54
476,259,265,-4,16,0,100,4,3,11,22,11,26,11,38
550,73,62,159,17,1,8,4,3,8,11,5,32,8,28
588,138,113,-5,18,0,101,4,3,19,6,19,11,19,24
649,156,171,-9,17,0,14,4,3,19,40,19,49,19,57
799,83,85,-2,23,0,8,4,3,9,1,9,3,9,24
1151,113,110,-4,18,0,34,4,3,5,52,5,56,6,10
1177,119,112,-4,17,0,34,4,3,6,47,6,51,7,4
1309,151,160,66,20,1,14,4,3,15,25,14,19,15,45
1409,315,297,-4,15,0,29,4,3,17,56,18,0,18,11
1567,152,156,5,24,0,14,4,3,8,5,8,0,8,29
1574,141,117,-6,11,0,43,4,3,7,13,7,19,7,24
1618,120,129,-5,14,0,34,4,3,20,22,20,27,20,36
1630,152,179,-3,35,0,14,4,3,16,19,16,22,16,54
1691,148,129,-9,18,0,43,4,3,17,27,17,36,17,45
1718,80,63,1,11,0,8,4,3,7,4,7,3,7,15
1719,135,131,-5,25,0,101,4,3,6,55,7,0,7,20
1828,120,106,-4,15,0,45,4,3,5,15,5,19,5,30
1851,148,149,-7,15,0,14,4,3,18,24,18,31,18,39
1907,122,119,-5,25,0,45,4,3,7,22,7,27,7,47
1991,131,110,17,15,1,45,4,3,18,20,18,3,18,35
2091,125,125,3,25,0,34,4,3,18,14,18,11,18,39
2194,80,65,-3,17,0,8,4,3,12,15,12,18,12,32
2214,123,106,6,11,0,34,4,3,16,42,16,36,16,53
2328,318,340,-4,20,0,29,4,3,6,36,6,40,6,56
2344,119,111,-7,16,0,34,4,3,7,23,7,30,7,39
2717,124,106,-6,11,0,34,4,3,9,10,9,16,9,21
2737,309,338,28,19,1,29,4,3,11,29,11,1,11,48
2770,153,170,-9,24,0,14,4,3,5,53,6,2,6,17
2778,155,159,-10,25,0,14,4,3,9,55,10,5,10,20
2828,123,101,1,16,0,34,4,3,11,43,11,42,11,59
222,150,149,-8,17,0,14,5,3,12,22,12,30,12,39
401,132,118,2,23,0,45,5,3,15,22,15,20,15,45
426,81,72,-1,20,0,8,5,3,11,0,11,1,11,20
440,261,255,-6,12,0,100,5,3,17,35,17,41,17,47
476,259,254,-6,17,0,100,5,3,11,20,11,26,11,37
550,73,74,-9,29,0,8,5,3,5,23,5,32,5,52
588,138,129,0,21,0,101,5,3,19,11,19,11,19,32
649,156,153,-5,18,0,14,5,3,19,44,19,49,20,2
799,83,89,-4,18,0,8,5,3,8,59,9,3,9,17
1151,113,119,-5,18,0,34,5,3,5,51,5,56,6,9
1177,119,116,15,14,1,34,5,3,7,6,6,51,7,20
1309,151,143,-10,14,0,14,5,3,14,9,14,19,14,23
1409,315,311,-6,16,0,29,5,3,17,54,18,0,18,10
1567,152,164,17,26,1,14,5,3,8,17,8,0,8,43
1574,141,120,-9,15,0,43,5,3,7,10,7,19,7,25
1618,120,131,-7,33,0,34,5,3,20,20,20,27,20,53
1630,152,208,-6,56,0,14,5,3,16,16,16,22,17,12
1691,148,151,-6,14,0,43,5,3,17,30,17,36,17,44
1718,80,78,-6,26,0,8,5,3,6,57,7,3,7,23
1719,135,111,-6,11,0,101,5,3,6,54,7,0,7,5
1828,120,101,-12,11,0,45,5,3,5,7,5,19,5,18
1851,148,144,-6,16,0,14,5,3,18,25,18,31,18,41
1907,122,108,-5,13,0,45,5,3,7,22,7,27,7,35
1991,131,122,8,18,0,45,5,3,18,11,18,3,18,29
2091,125,115,-2,18,0,34,5,3,18,9,18,11,18,27
2194,80,81,-7,16,0,8,5,3,12,11,12,18,12,27
2214,123,110,24,20,1,34,5,3,17,0,16,36,17,20
2328,318,308,-7,17,0,29,5,3,6,33,6,40,6,50
2344,119,122,1,16,0,34,5,3,7,31,7,30,7,47
2737,309,313,-1,16,0,29,5,3,11,0,11,1,11,16
2770,153,156,-3,16,0,14,5,3,5,59,6,2,6,15
2778,155,147,18,17,1,14,5,3,10,23,10,5,10,40
2828,123,105,64,13,1,34,5,3,12,46,11,42,12,59
222,150,157,-8,24,0,14,6,3,12,22,12,30,12,46
401,132,142,-5,20,0,45,6,3,15,15,15,20,15,35
426,81,54,609,13,1,8,6,3,21,10,11,1,21,23
440,261,266,-1,11,0,100,6,3,17,40,17,41,17,51
476,259,278,-6,24,0,100,6,3,11,20,11,26,11,44
550,73,64,-5,16,0,8,6,3,5,27,5,32,5,43
588,138,132,12,14,0,101,6,3,19,23,19,11,19,37
649,156,151,11,22,0,14,6,3,20,0,19,49,20,22
799,83,91,-8,28,0,8,6,3,8,55,9,3,9,23
1177,119,111,-3,20,0,34,6,3,6,48,6,51,7,8
1309,151,149,-4,20,0,14,6,3,14,15,14,19,14,35
1409,315,326,-5,22,0,29,6,3,17,55,18,0,18,17
1567,152,145,-7,22,0,14,6,3,7,53,8,0,8,15
1574,141,122,-7,14,0,43,6,3,7,12,7,19,7,26
1618,120,104,-5,15,0,34,6,3,20,22,20,27,20,37
1630,152,166,-4,22,0,14,6,3,16,18,16,22,16,40
1691,148,135,-5,17,0,43,6,3,17,31,17,36,17,48
1718,80,69,-7,19,0,8,6,3,6,56,7,3,7,15
1719,135,132,-6,16,0,101,6,3,6,54,7,0,7,10
1828,120,111,-7,13,0,45,6,3,5,12,5,19,5,25
1851,148,148,-1,12,0,14,6,3,18,30,18,31,18,42
1907,122,115,-6,9,0,45,6,3,7,21,7,27,7,30
1991,131,133,-7,24,0,45,6,3,17,56,18,3,18,20
2091,125,110,48,16,1,34,6,3,18,59,18,11,19,15
2194,80,74,-5,14,0,8,6,3,12,13,12,18,12,27
2214,123,123,-2,18,0,34,6,3,16,34,16,36,16,52
2328,318,330,-2,18,0,29,6,3,6,38,6,40,6,56
2344,119,115,-4,19,0,34,6,3,7,26,7,30,7,45
2737,309,314,-2,22,0,29,6,3,10,59,11,1,11,21
2770,153,147,-8,16,0,14,6,3,5,54,6,2,6,10
2778,155,144,-10,17,0,14,6,3,9,55,10,5,10,12
2828,123,106,5,16,0,34,6,3,11,47,11,42,12,3
222,150,0,0,0,0,14,7,3,0,0,12,30,0,0
401,132,110,58,15,1,45,7,3,16,18,15,20,16,33
426,81,81,-3,23,0,8,7,3,10,58,11,1,11,21
440,261,244,0,16,0,100,7,3,17,41,17,41,17,57
476,259,259,-2,23,0,100,7,3,11,24,11,26,11,47
550,73,77,-7,27,0,8,7,3,5,25,5,32,5,52
588,138,125,2,13,0,101,7,3,19,13,19,11,19,26
649,156,175,9,32,0,14,7,3,19,58,19,49,20,30
799,83,84,-6,20,0,8,7,3,8,57,9,3,9,17
1177,119,104,-5,16,0,34,7,3,6,46,6,51,7,2
1309,151,149,-4,18,0,14,7,3,14,15,14,19,14,33
1409,315,306,-1,20,0,29,7,3,17,59,18,0,18,19
1567,152,153,-3,14,0,14,7,3,7,57,8,0,8,11
1574,141,135,-12,24,0,43,7,3,7,7,7,19,7,31
1618,120,110,-3,13,0,34,7,3,20,24,20,27,20,37
1630,152,159,2,23,0,14,7,3,16,24,16,22,16,47
1691,148,157,1,32,0,43,7,3,17,37,17,36,18,9
1718,80,71,-7,14,0,8,7,3,6,56,7,3,7,10
1719,135,134,-1,13,0,101,7,3,6,59,7,0,7,12
1828,120,116,-6,12,0,45,7,3,5,13,5,19,5,25
1851,148,141,-2,14,0,14,7,3,18,29,18,31,18,43
1907,122,110,-8,14,0,45,7,3,7,19,7,27,7,33
1991,131,0,-8,11,0,45,7,3,17,55,18,3,18,6
2091,125,126,-4,21,0,34,7,3,18,7,18,11,18,28
2194,80,78,-2,21,0,8,7,3,12,16,12,18,12,37
2214,123,146,9,16,0,34,7,3,16,45,16,36,17,1
2328,318,330,2,35,0,29,7,3,6,42,6,40,7,17
2344,119,110,48,22,1,34,7,3,8,18,7,30,8,40
2717,124,132,-6,16,0,34,7,3,9,10,9,16,9,26
2737,309,324,-5,23,0,29,7,3,10,56,11,1,11,19
2770,153,144,-6,14,0,14,7,3,5,56,6,2,6,10
2778,155,141,-8,16,0,14,7,3,9,57,10,5,10,13
2828,123,115,6,22,0,34,7,3,11,48,11,42,12,10
222,150,142,6,18,0,14,8,3,12,36,12,30,12,54
401,132,125,22,16,1,45,8,3,15,42,15,20,15,58
426,81,73,-4,23,0,8,8,3,10,57,11,1,11,20
440,261,246,-1,12,0,100,8,3,17,40,17,41,17,52
476,259,253,-4,22,0,100,8,3,11,22,11,26,11,44
550,73,51,0,10,0,8,8,3,5,32,5,32,5,42
588,138,125,-4,14,0,101,8,3,19,7,19,11,19,21
649,156,148,-4,15,0,14,8,3,19,45,19,49,20,0
799,83,89,-3,24,0,8,8,3,9,0,9,3,9,24
1151,113,105,-4,15,0,34,8,3,5,52,5,56,6,7
1177,119,115,-6,19,0,34,8,3,6,45,6,51,7,4
1309,151,158,0,16,0,14,8,3,14,19,14,19,14,35
1409,315,332,24,35,1,29,8,3,18,24,18,0,18,59
1567,152,152,-3,16,0,14,8,3,7,57,8,0,8,13
1574,141,164,14,39,0,43,8,3,7,33,7,19,8,12
1618,120,102,-5,16,0,34,8,3,20,22,20,27,20,38
1630,152,159,-5,24,0,14,8,3,16,17,16,22,16,41
1691,148,148,-7,18,0,43,8,3,17,29,17,36,17,47
1718,80,90,-4,33,0,8,8,3,6,59,7,3,7,32
1719,135,125,-3,18,0,101,8,3,6,57,7,0,7,15
1828,120,109,-8,13,0,45,8,3,5,11,5,19,5,24
1851,148,142,-2,19,0,14,8,3,18,29,18,31,18,48
1907,122,115,-5,17,0,45,8,3,7,22,7,27,7,39
1991,131,120,-3,12,0,45,8,3,18,0,18,3,18,12
2091,125,117,-4,27,0,34,8,3,18,7,18,11,18,34
2194,80,73,21,18,1,8,8,3,12,39,12,18,12,57
2214,123,109,51,20,1,34,8,3,17,27,16,36,17,47
2328,318,325,-2,34,0,29,8,3,6,38,6,40,7,12
2344,119,121,-4,28,0,34,8,3,7,26,7,30,7,54
2562,256,229,-5,15,0,100,8,3,20,46,20,51,21,1
2717,124,117,-3,19,0,34,8,3,9,13,9,16,9,32
2737,309,311,-1,27,0,29,8,3,11,0,11,1,11,27
2770,153,146,-4,14,0,14,8,3,5,58,6,2,6,12
2778,155,141,-3,18,0,14,8,3,10,2,10,5,10,20
2828,123,111,-2,21,0,34,8,3,11,40,11,42,12,1
440,261,269,69,11,1,100,9,3,18,50,17,41,19,1
476,259,288,-6,30,0,100,9,3,11,12,11,18,11,42
550,73,65,-2,18,0,8,9,3,5,30,5,32,5,48
799,76,59,243,14,1,8,9,3,13,3,9,0,13,17
803,139,116,-6,13,0,101,9,3,15,25,15,31,15,38
1151,113,95,3,9,0,34,9,3,5,59,5,56,6,8
1177,119,105,-6,17,0,34,9,3,6,45,6,51,7,2
1309,151,0,0,0,0,14,9,3,0,0,14,19,0,0
1409,315,336,-5,22,0,29,9,3,17,55,18,0,18,17
1567,152,266,18,46,1,14,9,3,8,18,8,0,9,4
1574,141,131,-7,17,0,43,9,3,7,12,7,19,7,29
1618,120,105,-5,16,0,34,9,3,20,22,20,27,20,38
1630,152,156,3,30,0,14,9,3,16,25,16,22,16,55
1691,148,167,-6,22,0,43,9,3,17,30,17,36,17,52
1719,141,116,-5,13,0,101,9,3,8,42,8,47,8,55
1828,120,116,-4,15,0,45,9,3,5,15,5,19,5,30
1851,148,146,0,13,0,14,9,3,18,31,18,31,18,44
1907,122,106,-4,10,0,45,9,3,7,23,7,27,7,33
1980,127,120,-7,11,0,45,9,3,9,35,9,42,9,46
1991,131,132,-4,19,0,45,9,3,17,59,18,3,18,18
2091,125,118,3,27,0,34,9,3,18,14,18,11,18,41
2194,80,62,18,15,1,8,9,3,12,36,12,18,12,51
2328,318,332,-3,15,0,29,9,3,6,37,6,40,6,52
2344,119,125,-1,26,0,34,9,3,7,29,7,30,7,55
2717,124,105,-4,17,0,34,9,3,9,12,9,16,9,29
2737,309,307,196,20,1,29,9,3,14,17,11,1,14,37
2770,153,0,0,0,0,14,9,3,0,0,6,2,0,0
2778,155,238,-4,22,0,14,9,3,10,1,10,5,10,23
2828,123,103,86,18,1,34,9,3,13,8,11,42,13,26
222,150,0,0,0,0,14,10,3,0,0,12,30,0,0
401,132,138,33,12,1,45,10,3,15,53,15,20,16,5
426,81,70,-7,16,0,8,10,3,10,54,11,1,11,10
440,261,249,-1,12,0,100,10,3,17,40,17,41,17,52
476,259,257,11,12,0,100,10,3,11,37,11,26,11,49
588,138,169,-7,53,0,101,10,3,19,4,19,11,19,57
649,156,141,39,15,1,14,10,3,20,28,19,49,20,43
799,76,116,-4,42,0,8,10,3,8,51,8,55,9,33
1151,113,111,-1,22,0,34,10,3,5,55,5,56,6,17
1177,119,109,33,15,1,34,10,3,7,24,6,51,7,39
1309,151,158,-6,32,0,14,10,3,14,13,14,19,14,45
1409,315,304,-3,17,0,29,10,3,17,57,18,0,18,14
1445,256,235,-6,12,0,100,10,3,20,45,20,51,20,57
1567,160,140,19,12,1,14,10,3,8,19,8,0,8,31
1574,141,132,-2,22,0,43,10,3,7,32,7,34,7,54
1618,120,107,-4,14,0,34,10,3,20,23,20,27,20,37
1630,152,138,-6,18,0,14,10,3,16,16,16,22,16,34
1691,148,135,-6,24,0,43,10,3,17,30,17,36,17,54
1718,80,94,0,44,0,8,10,3,7,3,7,3,7,47
1719,137,125,-3,16,0,101,10,3,11,39,11,42,11,55
1828,120,112,-6,15,0,45,10,3,5,13,5,19,5,28
1851,148,128,-4,12,0,14,10,3,18,27,18,31,18,39
1991,131,108,-7,9,0,45,10,3,17,56,18,3,18,5
2091,125,113,-3,22,0,34,10,3,18,8,18,11,18,30
2194,80,76,37,15,1,8,10,3,12,55,12,18,13,10
2214,123,137,-1,21,0,34,10,3,16,35,16,36,16,56
2328,318,303,78,14,1,29,10,3,7,58,6,40,8,12
2344,119,115,0,18,0,34,10,3,7,30,7,30,7,48
2717,121,110,8,16,0,34,10,3,9,46,9,38,10,2
2737,309,342,183,23,1,29,10,3,14,4,11,1,14,27
2770,153,150,0,21,0,14,10,3,6,2,6,2,6,23
2778,155,143,-6,19,0,14,10,3,9,59,10,5,10,18
2828,123,111,28,18,1,34,10,3,12,10,11,42,12,28
222,150,148,-4,12,0,14,11,3,12,26,12,30,12,38
401,132,117,5,14,0,45,11,3,15,25,15,20,15,39
426,81,84,-6,28,0,8,11,3,10,55,11,1,11,23
440,261,247,-5,11,0,100,11,3,17,36,17,41,17,47
476,259,254,-7,21,0,100,11,3,11,19,11,26,11,40
550,73,90,-6,41,0,8,11,3,5,26,5,32,6,7
588,138,128,-8,15,0,101,11,3,19,3,19,11,19,18
649,156,165,-13,17,0,14,11,3,19,36,19,49,19,53
799,83,77,-4,20,0,8,11,3,8,59,9,3,9,19
1151,113,106,-2,17,0,34,11,3,5,54,5,56,6,11
1177,119,126,0,16,0,34,11,3,6,51,6,51,7,7
1309,151,155,-7,12,0,14,11,3,14,12,14,19,14,24
1409,315,318,-6,19,0,29,11,3,17,54,18,0,18,13
1567,152,166,-6,32,0,14,11,3,7,54,8,0,8,26
1574,141,117,-6,15,0,43,11,3,7,13,7,19,7,28
1618,120,113,-8,23,0,34,11,3,20,19,20,27,20,42
1630,152,170,-8,25,0,14,11,3,16,14,16,22,16,39
1691,148,127,-8,22,0,43,11,3,17,28,17,36,17,50
1718,80,64,6,14,0,8,11,3,7,9,7,3,7,23
1719,135,130,-7,21,0,101,11,3,6,53,7,0,7,14
1828,120,110,-6,12,0,45,11,3,5,13,5,19,5,25
1851,148,150,-3,14,0,14,11,3,18,28,18,31,18,42
1907,122,109,-7,12,0,45,11,3,7,20,7,27,7,32
1991,131,123,-4,21,0,45,11,3,17,59,18,3,18,20
2091,125,136,-4,22,0,34,11,3,18,7,18,11,18,29
2194,80,77,-5,23,0,8,11,3,12,13,12,18,12,36
2214,123,117,-3,17,0,34,11,3,16,33,16,36,16,50
2328,318,338,0,21,0,29,11,3,6,40,6,40,7,1
2344,119,125,0,26,0,34,11,3,7,30,7,30,7,56
2717,124,110,-4,20,0,34,11,3,9,12,9,16,9,32
2737,309,318,0,26,0,29,11,3,11,1,11,1,11,27
2770,153,154,-2,22,0,14,11,3,6,0,6,2,6,22
2828,123,98,12,14,0,34,11,3,11,54,11,42,12,8
401,132,125,1,19,0,45,12,3,15,21,15,20,15,40
426,81,93,-11,34,0,8,12,3,10,50,11,1,11,24
440,261,282,-7,12,0,100,12,3,17,34,17,41,17,46
476,259,273,-2,25,0,100,12,3,11,24,11,26,11,49
550,73,70,-7,18,0,8,12,3,5,25,5,32,5,43
588,138,147,-8,13,0,101,12,3,19,3,19,11,19,16
649,156,169,-3,23,0,14,12,3,19,46,19,49,20,9
799,83,92,-5,25,0,8,12,3,8,58,9,3,9,23
1151,113,102,-2,16,0,34,12,3,5,54,5,56,6,10
1177,119,105,0,15,0,34,12,3,6,51,6,51,7,6
1309,151,162,29,29,1,14,12,3,14,48,14,19,15,17
1409,315,308,-2,23,0,29,12,3,17,58,18,0,18,21
1567,152,185,6,37,0,14,12,3,8,6,8,0,8,43
1574,141,150,-1,20,0,43,12,3,7,18,7,19,7,38
1618,120,92,-9,12,0,34,12,3,20,18,20,27,20,30
1630,152,178,-9,31,0,14,12,3,16,13,16,22,16,44
1691,148,127,-8,11,0,43,12,3,17,28,17,36,17,39
1718,80,79,-3,19,0,8,12,3,7,0,7,3,7,19
1719,135,129,-5,15,0,101,12,3,6,55,7,0,7,10
1828,120,134,-7,13,0,45,12,3,5,12,5,19,5,25
1851,148,151,-6,12,0,14,12,3,18,25,18,31,18,37
1907,122,131,11,20,0,45,12,3,7,38,7,27,7,58
1991,131,117,-9,11,0,45,12,3,17,54,18,3,18,5
2091,125,113,-4,13,0,34,12,3,18,7,18,11,18,20
2194,80,72,-7,13,0,8,12,3,12,11,12,18,12,24
2214,123,102,4,14,0,34,12,3,16,40,16,36,16,54
2328,318,314,-7,17,0,29,12,3,6,33,6,40,6,50
2344,119,109,-3,20,0,34,12,3,7,27,7,30,7,47
2737,309,306,15,19,1,29,12,3,11,16,11,1,11,35
2770,153,166,-4,19,0,14,12,3,5,58,6,2,6,17
2778,155,154,15,18,1,14,12,3,10,20,10,5,10,38
2828,123,101,28,15,1,34,12,3,12,10,11,42,12,25
222,150,200,216,44,1,14,3,13,16,6,12,30,16,50
401,132,119,17,11,1,45,3,13,15,37,15,20,15,48
426,81,80,-8,23,0,8,3,13,10,53,11,1,11,16
440,261,255,-3,12,0,100,3,13,17,38,17,41,17,50
476,259,257,-5,17,0,100,3,13,11,21,11,26,11,38
550,73,54,-6,12,0,8,3,13,5,26,5,32,5,38
588,138,128,-1,13,0,101,3,13,19,10,19,11,19,23
649,156,179,-5,25,0,14,3,13,19,44,19,49,20,9
799,83,92,-9,27,0,8,3,13,8,54,9,3,9,21
1177,119,106,-1,15,0,34,3,13,6,50,6,51,7,5
1309,151,208,128,31,1,14,3,13,16,27,14,19,16,58
1409,315,316,51,13,1,29,3,13,18,51,18,0,19,4
1567,152,291,23,42,1,14,3,13,8,23,8,0,9,5
1574,141,131,-5,21,0,43,3,13,7,14,7,19,7,35
1618,120,172,38,16,1,34,3,13,21,5,20,27,21,21
1630,152,170,0,32,0,14,3,13,16,22,16,22,16,54
1691,148,132,-1,15,0,43,3,13,17,35,17,36,17,50
1718,80,71,-5,14,0,8,3,13,6,58,7,3,7,12
1719,135,124,-8,14,0,101,3,13,6,52,7,0,7,6
1828,120,130,-8,20,0,45,3,13,5,11,5,19,5,31
1851,148,196,-5,22,0,14,3,13,18,26,18,31,18,48
1907,122,107,-9,12,0,45,3,13,7,18,7,27,7,30
1991,131,119,-4,18,0,45,3,13,17,59,18,3,18,17
2091,125,102,76,11,1,34,3,13,19,27,18,11,19,38
2194,80,86,-9,23,0,8,3,13,12,9,12,18,12,32
2214,123,103,7,13,0,34,3,13,16,43,16,36,16,56
2328,318,339,-4,10,0,29,3,13,6,36,6,40,6,46
2344,119,131,-3,21,0,34,3,13,7,27,7,30,7,48
2737,309,339,-6,33,0,29,3,13,10,55,11,1,11,28
2770,153,251,-7,21,0,14,3,13,5,55,6,2,6,16
2828,123,106,6,18,0,34,3,13,11,48,11,42,12,6
222,150,135,16,9,1,14,3,14,12,46,12,30,12,55
401,132,117,1,18,0,45,3,14,15,21,15,20,15,39
426,81,70,-5,13,0,8,3,14,10,56,11,1,11,9
440,261,287,-6,15,0,100,3,14,17,35,17,41,17,50
476,259,248,6,16,0,100,3,14,11,32,11,26,11,48
550,73,70,-6,14,0,8,3,14,5,26,5,32,5,40
588,138,122,2,12,0,101,3,14,19,13,19,11,19,25
649,156,157,-5,21,0,14,3,14,19,44,19,49,20,5
799,83,91,-7,27,0,8,3,14,8,56,9,3,9,23
1177,119,103,-3,13,0,34,3,14,6,48,6,51,7,1
1309,151,135,-5,11,0,14,3,14,14,14,14,19,14,25
1409,315,341,9,18,0,29,3,14,18,9,18,0,18,27
1445,256,263,-2,24,0,100,3,14,20,49,20,51,21,13
1567,152,163,-4,14,0,14,3,14,7,56,8,0,8,10
1574,141,127,-8,25,0,43,3,14,7,11,7,19,7,36
1618,120,115,4,31,0,34,3,14,20,31,20,27,21,2
1630,152,143,-4,14,0,14,3,14,16,18,16,22,16,32
1691,148,157,0,26,0,43,3,14,17,36,17,36,18,2
1718,80,112,-7,49,0,8,3,14,6,56,7,3,7,45
1719,135,123,-5,17,0,101,3,14,6,55,7,0,7,12
1828,120,102,-7,11,0,45,3,14,5,12,5,19,5,23
1851,148,146,-4,16,0,14,3,14,18,27,18,31,18,43
1907,122,118,-4,19,0,45,3,14,7,23,7,27,7,42
1991,131,103,74,13,1,45,3,14,19,17,18,3,19,30
2091,125,106,9,14,0,34,3,14,18,20,18,11,18,34
2194,80,78,10,16,0,8,3,14,12,28,12,18,12,44
2214,123,108,0,12,0,34,3,14,16,36,16,36,16,48
2328,318,314,-4,12,0,29,3,14,6,36,6,40,6,48
2344,119,123,-1,21,0,34,3,14,7,29,7,30,7,50
2717,124,103,0,16,0,34,3,14,9,16,9,16,9,32
2737,309,304,12,12,0,29,3,14,11,13,11,1,11,25
2770,153,167,-4,17,0,14,3,14,5,58,6,2,6,15
2778,155,142,71,14,1,14,3,14,11,16,10,5,11,30
2828,123,105,70,18,1,34,3,14,12,52,11,42,13,10
222,150,0,0,0,0,14,3,15,0,0,12,30,0,0
401,132,144,24,43,1,45,3,15,15,44,15,20,16,27
426,81,91,5,29,0,8,3,15,11,6,11,1,11,35
440,261,250,-3,13,0,100,3,15,17,38,17,41,17,51
476,259,249,55,19,1,100,3,15,12,21,11,26,12,40
550,73,63,29,16,1,8,3,15,6,1,5,32,6,17
588,138,132,135,23,1,101,3,15,21,26,19,11,21,49
649,156,141,-5,13,0,14,3,15,19,44,19,49,19,57
799,83,89,-5,14,0,8,3,15,8,58,9,3,9,12
1151,113,116,0,27,0,34,3,15,5,56,5,56,6,23
1177,119,113,-1,21,0,34,3,15,6,50,6,51,7,11
